canonical_brand,name,address,latitude,longitude,confidence_score,warnings,osm_type,osm_id,source,is_duplicate,reverse_status,reverse_address,reverse_display_name,reverse_city,reverse_district,reverse_suburb,reverse_street,reverse_house_number,reverse_postcode,reverse_osm_type,reverse_osm_id,reverse_error
Лента,,"Петергоф, Гостилицкое шоссе, 58",59.8696342,29.8271177,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,10188989525,osm_pbf,True,found,"Петергоф, Гостилицкое шоссе, 58","58, Гостилицкое шоссе, Старый Петергоф, Петергоф, Санкт-Петербург, Северо-Западный федеральный округ, 198504, Россия",Петергоф,,Старый Петергоф,Гостилицкое шоссе,58,198504,node,10188989525,
Лента,Кудрово- ТК Лента,"Кудрово, проспект Строителей",59.9163774,30.5207287,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,10574555717,osm_pbf,True,found,"Кудрово, проспект Строителей","Кудрово- ТК Лента, проспект Строителей, Северное Кудрово, Кудрово, Заневское городское поселение, Всеволожский район, Ленинградская область, Северо-Западный федеральный округ, 188689, Россия",Кудрово,Всеволожский район,Северное Кудрово,проспект Строителей,,188689,node,10574555717,
Лента,1 ПГ,"Сосновый Бор, улица Муравьёва",59.9133544,29.0559641,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,10790315430,osm_pbf,True,found,"Сосновый Бор, улица Муравьёва","улица Муравьёва, КП «Фиолент», Сосновый Бор, Сосновоборский городской округ, Ленинградская область, Северо-Западный федеральный округ, 188541, Россия",Сосновый Бор,Сосновоборский городской округ,,улица Муравьёва,,188541,way,717161489,
Лента,2 ПГ,"Сосновый Бор, улица Академика Александрова",59.9148028,29.0548063,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,10790315431,osm_pbf,True,found,"Сосновый Бор, улица Академика Александрова","улица Академика Александрова, Липово, Сосновый Бор, Сосновоборский городской округ, Ленинградская область, Северо-Западный федеральный округ, 188544, Россия",Сосновый Бор,Сосновоборский городской округ,Липово,улица Академика Александрова,,188544,way,717161488,
Лента,3 ПГ,"Сосновый Бор, улица Академика Александрова",59.9149754,29.0575809,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,10790315432,osm_pbf,True,found,"Сосновый Бор, улица Академика Александрова","улица Академика Александрова, Липово, Сосновый Бор, Сосновоборский городской округ, Ленинградская область, Северо-Западный федеральный округ, 188544, Россия",Сосновый Бор,Сосновоборский городской округ,Липово,улица Академика Александрова,,188544,way,717161488,
Лента,,"Тосно, улица Боярова, 4А",59.5438746,30.8803373,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,11251225337,osm_pbf,True,found,"Тосно, улица Боярова, 4А","4А, улица Боярова, Тосно, Тосненское городское поселение, Тосненский район, Ленинградская область, Северо-Западный федеральный округ, 187000, Россия",Тосно,Тосненский район,,улица Боярова,4А,187000,node,11251225337,
Семишагофф,,"Кузьмоловский, Железнодорожная улица, 20",60.1116046,30.4919549,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,12881332188,osm_pbf,True,found,"Кузьмоловский, Железнодорожная улица, 20","20, Железнодорожная улица, Кузьмоловский, Кузьмоловское городское поселение, Всеволожский район, Ленинградская область, Северо-Западный федеральный округ, 188663, Россия",Кузьмоловский,Всеволожский район,,Железнодорожная улица,20,188663,relation,5563526,
Пятёрочка,,"Новоселье, Красносельское шоссе, 28В",59.8044207,30.078629,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,13190579463,osm_pbf,True,found,"Новоселье, Красносельское шоссе, 28В","Сбербанк, 28В, Красносельское шоссе, Новоселье, Аннинское городское поселение, Ломоносовский район, Ленинградская область, Северо-Западный федеральный округ, 188505, Россия",Новоселье,Ломоносовский район,,Красносельское шоссе,28В,188505,node,13190579463,
Пятёрочка,,"Новоселье, Красносельское шоссе, 28В",59.8044198,30.0786121,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,13191119917,osm_pbf,True,found,"Новоселье, Красносельское шоссе, 28В","Т-Банк, 28В, Красносельское шоссе, Новоселье, Аннинское городское поселение, Ломоносовский район, Ленинградская область, Северо-Западный федеральный округ, 188505, Россия",Новоселье,Ломоносовский район,,Красносельское шоссе,28В,188505,node,13191119917,
Лента,Лента,"Приозерск, улица Маяковского",61.0394198,30.1169634,0.3,DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,13442560801,osm_pbf,True,found,"Приозерск, улица Маяковского","Лента, улица Маяковского, Приозерск, Приозерское городское поселение, Приозерский район, Ленинградская область, Северо-Западный федеральный округ, 188760, Россия",Приозерск,Приозерский район,,улица Маяковского,,188760,node,13442560801,
Пятёрочка,Пятёрочка,"Павлово, Ленинградский проспект, 7А",59.8085222,30.8708017,0.3,DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,13722605011,osm_pbf,True,found,"Павлово, Ленинградский проспект, 7А","Пятёрочка, 7А, Ленинградский проспект, Павлово, Павловское городское поселение, Кировский район, Ленинградская область, Северо-Западный федеральный округ, 187323, Россия",Павлово,Кировский район,,Ленинградский проспект,7А,187323,node,13722605011,
Лента,Гипермаркет «Лента»,"Бугры, Дорога в Мурино",60.0607958,30.3929423,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,13776892165,osm_pbf,True,found,"Бугры, Дорога в Мурино","Дорога в Мурино, Бугры, Бугровское городское поселение, Всеволожский район, Ленинградская область, Северо-Западный федеральный округ, 188660, Россия",Бугры,Всеволожский район,,Дорога в Мурино,,188660,way,460820881,
Лента,Супер Лента,"Пески, Красносельское шоссе",59.7875944,30.0828468,0.0,SHOP_TAG_MISSING;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,node,13895348848,osm_pbf,True,found,"Пески, Красносельское шоссе","Красносельское шоссе, Пески, Аннинское городское поселение, Ломоносовский район, Ленинградская область, Северо-Западный федеральный округ, 188505, Россия",Пески,Ломоносовский район,,Красносельское шоссе,,188505,node,13895369277,
Семишагофф,Семишагофф,"Шлиссельбург, улица Кирова, 8",59.935836821428566,31.02845759285714,0.4,GEOMETRY_UNCERTAIN;DUPLICATE_CANDIDATE,way,137215461,osm_pbf,True,skipped_existing_address,,,,,,,,,,,
Азбука вкуса,,"Санкт-Петербург, улица Нахимова",59.9423737,30.2256948,0.0,SHOP_TAG_MISSING;GEOMETRY_UNCERTAIN;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,way,286817738,osm_pbf,True,found,"Санкт-Петербург, улица Нахимова","улица Нахимова, Морской, округ Морской, Санкт-Петербург, Северо-Западный федеральный округ, 199406, Россия",Санкт-Петербург,округ Морской,Морской,улица Нахимова,,199406,way,286817738,
Пятёрочка,,"Запорожское, 41К-012",60.57081548,30.5119649,0.0,SHOP_TAG_MISSING;GEOMETRY_UNCERTAIN;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,way,502129922,osm_pbf,True,found,"Запорожское, 41К-012","41К-012, Запорожское, Запорожское сельское поселение, Приозерский район, Ленинградская область, Северо-Западный федеральный округ, 188734, Россия",Запорожское,Приозерский район,,41К-012,,188734,way,502129922,
Пятёрочка,Пятёрочка,"Санкт-Петербург, Шлиссельбургский проспект, 26",59.835070359999996,30.512590819999996,0.0,GEOMETRY_UNCERTAIN;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,way,824293742,osm_pbf,True,found,"Санкт-Петербург, Шлиссельбургский проспект, 26","Пятёрочка, 26, Шлиссельбургский проспект, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192076, Россия",Санкт-Петербург,,Рыбацкое,Шлиссельбургский проспект,26,192076,way,61606092,
Пятёрочка,Пятёрочка,"Санкт-Петербург, Нарвский проспект, 22",59.9027111,30.27415473,0.0,GEOMETRY_UNCERTAIN;DUPLICATE_CANDIDATE;REVERSE_GEOCODED,way,1207595723,osm_pbf,True,found,"Санкт-Петербург, Нарвский проспект, 22","22, Нарвский проспект, Екатерингофский округ, Санкт-Петербург, Северо-Западный федеральный округ, 190020, Россия",Санкт-Петербург,Екатерингофский округ,,Нарвский проспект,22,190020,way,51050652,
