canonical_brand,name,address,latitude,longitude,confidence_score,warnings,osm_type,osm_id,source,is_duplicate
Лента,Торговый комплекс «Лента»,,59.908111,30.4482679,0.1,ADDRESS_MISSING;SHOP_TAG_MISSING,node,1734565692,osm_pbf,False
Лента,Торговый комплекс «Лента»,,59.9082317,30.4479325,0.0,ADDRESS_MISSING;SHOP_TAG_MISSING;DUPLICATE_CANDIDATE,node,1734565693,osm_pbf,True
Семишагофф,Семишагофф,,60.0851683,29.9544849,0.5,ADDRESS_MISSING,node,1746952779,osm_pbf,False
ОКЕЙ,О’КЕЙ,,60.0835372,29.9547778,0.5,ADDRESS_MISSING,node,1749441652,osm_pbf,False
Пятёрочка,Пятёрочка,,59.8739201,30.2580803,0.5,ADDRESS_MISSING,node,1752564497,osm_pbf,False
Пятёрочка,,,59.9392409,30.4752719,0.0,ADDRESS_MISSING;SHOP_TAG_MISSING;DUPLICATE_CANDIDATE,node,1754622542,osm_pbf,True
ОКЕЙ,Гипермаркет «О'Кей»,,59.9868625,30.2278485,0.1,ADDRESS_MISSING;SHOP_TAG_MISSING,node,1776350393,osm_pbf,False
ОКЕЙ,Гипермаркет «О'Кей»,,59.9867769,30.2276682,0.0,ADDRESS_MISSING;SHOP_TAG_MISSING;DUPLICATE_CANDIDATE,node,1777786553,osm_pbf,True
ОКЕЙ,Ленинградское шоссе/Гипермаркет «О'кей»,,59.5832268,30.1412796,0.1,ADDRESS_MISSING;SHOP_TAG_MISSING,node,1784950691,osm_pbf,False
Пятёрочка,Пятёрочка,,59.9801652,30.5079674,0.5,ADDRESS_MISSING,node,1786986184,osm_pbf,False
Пятёрочка,Пятёрочка,,60.0238207,30.6319869,0.5,ADDRESS_MISSING,node,1790785870,osm_pbf,False
Пятёрочка,Пятёрочка,,60.1016365,32.3050946,0.5,ADDRESS_MISSING,node,1800262029,osm_pbf,False
Лента,торговый комплекс «Лента»,,59.9860479,30.2255831,0.0,ADDRESS_MISSING;SHOP_TAG_MISSING;DUPLICATE_CANDIDATE,node,1801877377,osm_pbf,True
Пятёрочка,Пятёрочка,,58.6044229,35.7988314,0.5,ADDRESS_MISSING,node,1848279276,osm_pbf,False
Пятёрочка,Пятёрочка,,59.856218,30.3063585,0.5,ADDRESS_MISSING,node,1855871074,osm_pbf,False
Пятёрочка,Пятёрочка,,59.8601161,30.3065989,0.5,ADDRESS_MISSING,node,1855871081,osm_pbf,False
